,일시,평균기온,최저기온,최고기온,일강수량,평균풍속,평균상대습도,합계일조시간
1655,2023-07-14,24.6,23.9,25.1,72.7,2.9,99.1,0.0
1656,2023-07-15,24.5,23.7,25.7,2.3,3.0,93.5,0.0
1657,2023-07-16,24.6,23.7,25.4,9.7,2.3,89.5,0.0
1658,2023-07-17,25.5,23.7,27.8,1.4,1.7,86.1,0.4
1659,2023-07-18,25.2,24.1,27.7,2.3,1.4,87.9,2.0
1660,2023-07-19,27.2,22.5,32.4,0.0,1.7,78.8,11.5
1661,2023-07-20,27.9,24.0,32.8,0.0,1.8,74.0,9.9
1662,2023-07-21,29.5,24.6,34.3,0.0,1.8,69.6,10.2
1663,2023-07-22,27.7,24.6,32.5,12.3,2.6,73.9,6.4
1664,2023-07-23,25.2,24.5,25.8,40.2,2.1,94.3,0.0
1665,2023-07-24,26.9,24.6,30.0,0.4,2.0,83.1,3.2
1666,2023-07-25,27.8,25.8,30.5,5.6,2.7,80.5,3.5
1667,2023-07-26,27.6,24.9,31.1,1.0,2.2,80.9,3.0
1668,2023-07-27,28.4,24.4,32.2,0.0,1.9,78.1,6.8
1669,2023-07-28,29.5,25.4,34.1,0.0,2.1,72.4,9.5
1670,2023-07-29,29.1,26.1,33.3,0.0,2.0,72.1,6.8
1671,2023-07-30,28.8,24.9,34.9,25.0,1.9,72.5,9.1
1672,2023-07-31,28.7,25.6,33.4,0.3,1.7,76.3,6.5
1673,2023-08-01,29.9,25.5,34.2,0.0,1.9,71.6,10.3
1674,2023-08-02,29.7,26.8,33.7,0.0,2.1,67.8,11.2
1675,2023-08-03,29.5,25.8,33.8,0.0,2.1,67.0,11.0
1676,2023-08-04,30.0,26.5,34.4,0.0,1.9,67.6,9.6
1677,2023-08-05,30.3,26.4,34.9,0.0,2.0,69.0,12.7
1678,2023-08-06,29.8,27.0,33.0,4.9,1.7,76.5,3.8
1679,2023-08-07,30.4,27.3,34.6,0.0,2.7,68.4,5.8
1680,2023-08-08,30.9,26.4,35.8,0.0,2.9,60.5,11.0
1681,2023-08-09,28.3,25.1,31.6,0.2,3.2,67.6,3.3
1682,2023-08-10,22.2,20.9,25.1,86.1,3.7,91.9,0.0
1683,2023-08-11,23.5,21.6,24.9,46.7,2.3,93.1,0.0
1684,2023-08-12,23.3,22.5,24.1,1.5,1.9,91.0,0.1
1685,2023-08-13,27.0,22.6,31.1,0.0,1.7,76.9,2.7
1686,2023-08-14,28.1,24.8,31.9,0.0,1.6,75.4,3.9
1687,2023-08-15,28.6,24.7,32.7,0.0,2.3,71.4,7.7
1688,2023-08-16,27.3,24.7,31.6,0.3,2.1,72.0,3.7
1689,2023-08-17,28.2,24.5,32.4,0.0,1.7,73.0,6.2
1690,2023-08-18,29.1,25.5,33.3,0.1,1.9,72.1,7.3
1691,2023-08-19,29.1,26.4,33.6,0.0,1.9,68.9,9.1
1692,2023-08-20,28.3,25.5,31.8,0.0,1.6,71.8,3.6
1693,2023-08-21,29.5,26.0,33.6,0.0,2.4,69.8,6.4
1694,2023-08-22,27.6,25.8,32.2,42.6,2.4,80.3,1.3
1695,2023-08-23,24.8,23.2,27.2,41.8,2.2,91.3,0.1
1696,2023-08-24,25.1,22.3,27.8,5.2,2.8,84.8,1.5
1697,2023-08-25,26.5,24.0,30.0,0.0,2.6,77.9,8.3
1698,2023-08-26,26.4,23.3,30.3,0.0,1.8,72.3,7.3
1699,2023-08-27,26.1,22.7,29.6,0.0,1.8,75.0,1.2
1700,2023-08-28,22.7,20.8,25.6,10.4,3.3,87.5,0.0
1701,2023-08-29,23.9,22.5,25.5,54.8,2.1,89.6,0.0
1702,2023-08-30,22.8,21.5,24.5,3.5,1.1,88.0,0.0
1703,2023-08-31,23.9,21.0,28.9,0.0,1.3,76.9,7.0
1704,2023-09-01,24.5,19.7,29.6,0.0,2.0,70.6,12.1
1705,2023-09-02,25.4,19.7,30.8,0.0,1.6,63.9,11.3
1706,2023-09-03,25.8,23.1,28.8,0.1,2.2,77.8,1.9
1707,2023-09-04,27.0,24.3,30.2,0.3,1.8,79.9,0.7
1708,2023-09-05,28.5,25.0,32.8,0.0,1.8,69.5,7.0
1709,2023-09-06,27.9,24.0,32.1,0.0,2.4,65.1,11.3
1710,2023-09-07,26.3,20.9,31.6,0.0,2.5,54.8,12.1
1711,2023-09-08,25.3,19.6,30.5,0.0,2.3,60.3,12.0
1712,2023-09-09,25.8,20.8,31.2,0.0,1.8,66.3,10.9
1713,2023-09-10,25.7,22.0,29.6,0.0,1.6,68.1,5.7
1714,2023-09-11,25.5,23.1,29.8,0.0,1.9,67.3,5.1
1715,2023-09-12,25.7,21.7,29.8,0.0,1.5,69.8,3.5
1716,2023-09-13,22.1,19.6,24.6,15.9,1.8,84.5,0.0
1717,2023-09-14,23.4,19.2,27.2,0.0,2.4,72.4,4.2
1718,2023-09-15,22.3,20.3,24.3,2.1,2.6,82.3,0.1
1719,2023-09-16,23.9,22.0,26.6,38.7,1.7,87.8,0.1
1720,2023-09-17,24.7,22.0,28.0,3.0,1.4,84.8,3.3
1721,2023-09-18,24.7,22.1,28.9,0.0,1.9,79.1,4.9
1722,2023-09-19,24.1,21.6,27.2,0.0,1.6,81.1,1.3
1723,2023-09-20,20.6,18.8,23.9,35.8,2.7,90.4,0.0
1724,2023-09-21,20.1,17.5,23.6,0.0,2.3,70.9,2.4
1725,2023-09-22,20.5,15.2,26.7,0.0,1.7,68.4,10.4
1726,2023-09-23,21.8,16.3,27.6,0.0,2.5,63.9,10.9
1727,2023-09-24,21.8,17.9,26.2,0.0,2.9,56.4,9.0
1728,2023-09-25,21.6,17.9,26.0,1.9,2.3,66.4,1.3
1729,2023-09-26,19.9,18.6,20.8,27.8,2.4,95.8,0.0
1730,2023-09-27,21.5,20.0,23.7,4.4,1.8,90.1,0.1
1731,2023-09-28,22.7,19.6,27.3,0.0,2.0,78.3,8.4
1732,2023-09-29,21.1,17.4,26.9,0.0,1.4,61.5,5.5
1733,2023-09-30,19.7,17.1,22.2,4.5,2.2,77.0,1.6
1734,2023-10-01,18.4,14.4,23.7,0.0,2.4,59.5,10.4
1735,2023-10-02,18.2,12.9,24.6,0.0,1.7,53.8,10.3
1736,2023-10-03,17.5,14.4,22.5,0.0,1.7,66.3,3.0
1737,2023-10-04,17.3,14.2,23.2,14.7,2.1,75.5,5.3
1738,2023-10-05,14.2,9.9,19.2,0.0,2.6,46.1,10.6
1739,2023-10-06,15.5,9.6,21.5,0.0,1.6,55.3,8.8
1740,2023-10-07,16.8,11.7,21.2,0.0,2.1,62.6,5.2
1741,2023-10-08,17.1,15.2,19.5,0.0,2.5,67.1,0.0
1742,2023-10-09,17.4,14.1,22.4,1.2,1.9,68.1,4.2
1743,2023-10-10,17.1,11.9,23.5,0.0,1.6,67.1,10.6
1744,2023-10-11,17.6,12.9,24.0,0.0,1.7,57.5,10.0
1745,2023-10-12,17.5,12.0,24.1,0.0,1.5,62.4,7.3
1746,2023-10-13,17.5,14.3,21.5,0.0,1.5,69.6,2.5
1747,2023-10-14,14.7,12.9,18.2,5.8,1.4,84.9,2.5
1748,2023-10-15,16.1,10.9,21.2,0.0,2.0,80.0,6.1
1749,2023-10-16,14.7,10.7,19.6,0.0,2.4,57.0,10.4
1750,2023-10-17,13.8,7.5,20.9,0.0,1.6,55.6,10.4
1751,2023-10-18,15.7,9.2,21.6,0.0,2.1,67.0,8.3
1752,2023-10-19,17.0,14.9,18.9,8.2,1.5,82.5,0.0
1753,2023-10-20,11.6,7.2,15.1,0.0,3.2,46.9,10.1
1754,2023-10-21,10.4,5.9,16.6,1.1,2.3,54.8,8.6
1755,2023-10-22,12.5,5.4,18.7,0.0,1.7,67.3,8.6
1756,2023-10-23,15.2,11.1,21.4,0.0,1.7,73.8,6.5
1757,2023-10-24,15.6,11.2,19.3,0.0,1.7,78.5,3.7
1758,2023-10-25,16.6,12.7,21.9,0.0,1.4,78.6,6.0
1759,2023-10-26,17.2,14.6,21.1,0.0,2.1,79.4,0.8
1760,2023-10-27,15.7,12.6,20.2,0.0,1.9,71.1,4.6
1761,2023-10-28,14.2,9.4,20.7,0.0,1.4,62.9,9.7
1762,2023-10-29,14.9,9.8,21.8,0.0,1.7,61.6,9.7
1763,2023-10-30,15.1,9.7,21.9,0.0,1.7,72.0,9.3
1764,2023-10-31,16.5,12.7,20.8,0.0,1.8,76.0,5.2
1765,2023-11-01,19.0,17.2,20.6,0.0,2.4,81.8,0.0
1766,2023-11-02,20.8,18.7,25.9,0.0,2.9,70.9,8.0
1767,2023-11-03,19.5,17.7,22.4,8.5,2.8,83.3,1.2
1768,2023-11-04,17.4,14.1,20.9,0.0,2.6,75.5,2.8
1769,2023-11-05,17.3,15.1,20.4,10.4,3.3,87.0,0.0
1770,2023-11-06,13.3,6.6,19.3,45.8,4.9,84.9,0.8
1771,2023-11-07,5.8,3.6,9.9,0.0,3.2,62.5,8.4
1772,2023-11-08,8.4,1.8,16.1,0.0,1.7,55.1,9.4
1773,2023-11-09,11.4,5.9,18.4,5.1,2.1,73.1,2.1
1774,2023-11-10,3.4,0.5,9.1,0.0,3.9,53.1,9.0
1775,2023-11-11,1.7,-1.9,6.7,0.0,2.2,47.9,7.0
1776,2023-11-12,1.2,-2.0,5.7,0.0,2.2,53.8,9.5
1777,2023-11-13,2.0,-2.2,6.7,0.0,2.3,54.0,9.5
1778,2023-11-14,5.0,-0.8,10.8,0.0,1.7,66.1,9.3
1779,2023-11-15,7.0,2.0,12.5,0.0,1.5,71.4,6.9
1780,2023-11-16,6.6,5.7,7.4,8.4,1.9,85.0,0.0
1781,2023-11-17,1.6,-1.9,5.9,0.0,2.9,59.3,5.0
1782,2023-11-18,0.6,-3.8,5.7,0.0,3.5,58.9,9.3
1783,2023-11-19,5.9,-0.3,13.4,0.0,2.4,68.3,5.4
1784,2023-11-20,6.2,1.8,12.8,0.0,1.5,58.4,9.3
1785,2023-11-21,7.4,1.4,14.8,0.0,1.7,59.6,9.3
1786,2023-11-22,9.5,2.9,15.1,0.0,1.8,68.1,6.5
1787,2023-11-23,9.9,1.9,14.6,0.1,3.3,71.1,5.0
1788,2023-11-24,-1.5,-4.4,2.2,0.0,3.8,51.8,8.6
1789,2023-11-25,-1.3,-5.9,4.0,0.0,1.8,42.8,9.1
1790,2023-11-26,4.0,-0.1,7.2,0.0,1.4,43.6,1.4
1791,2023-11-27,6.2,4.4,9.3,3.6,2.4,82.9,0.9
1792,2023-11-28,1.3,-1.2,5.2,0.0,3.2,57.5,6.3
1793,2023-11-29,-1.4,-4.0,3.0,0.0,2.5,58.9,2.7
1794,2023-11-30,-4.3,-7.3,-0.5,0.0,2.8,48.5,9.2
1795,2023-12-01,-3.2,-6.8,0.7,0.0,2.0,55.3,9.2
1796,2023-12-02,2.0,-4.4,8.0,0.0,2.4,60.8,4.0
1797,2023-12-03,0.8,-2.8,6.0,0.0,1.7,56.3,9.1
1798,2023-12-04,2.7,-3.0,9.4,0.0,1.6,59.5,8.2
1799,2023-12-05,6.8,3.8,12.6,0.0,2.0,55.4,6.8
1800,2023-12-06,6.1,3.9,8.7,3.8,2.3,76.1,0.0
1801,2023-12-07,6.6,0.8,11.4,0.0,2.6,64.0,6.7
1802,2023-12-08,11.2,5.1,16.8,0.0,3.0,73.4,5.3
1803,2023-12-09,13.7,11.7,16.2,0.0,2.0,82.9,0.8
1804,2023-12-10,11.4,6.7,15.5,0.0,0.0,67.9,0.0
1805,2023-12-11,8.9,5.0,12.3,11.4,0.0,82.9,0.0
1806,2023-12-12,5.4,3.5,9.3,0.4,2.7,75.6,3.5
1807,2023-12-13,6.8,2.6,10.3,0.0,2.4,74.1,2.3
1808,2023-12-14,7.6,6.2,9.1,17.0,4.5,85.8,0.0
1809,2023-12-15,4.9,3.7,6.2,31.1,3.6,95.4,0.0
1810,2023-12-16,-4.1,-9.9,3.8,1.5,5.2,68.9,4.6
1811,2023-12-17,-9.8,-12.4,-6.4,0.0,3.2,48.9,9.0
1812,2023-12-18,-7.7,-12.2,-3.6,0.0,2.2,45.1,4.1
1813,2023-12-19,-3.7,-8.2,0.2,0.3,1.9,63.1,0.8
1814,2023-12-20,-7.4,-11.9,-2.1,0.8,3.4,64.1,6.0
1815,2023-12-21,-11.7,-14.4,-8.0,0.0,3.0,57.4,9.0
1816,2023-12-22,-11.6,-14.7,-8.0,0.0,2.7,51.8,9.1
1817,2023-12-23,-6.8,-12.7,-0.9,0.0,1.8,53.4,8.9
1818,2023-12-24,-2.2,-5.6,3.0,1.1,1.6,73.4,6.9
1819,2023-12-25,-0.7,-2.7,2.1,0.7,1.5,80.8,1.7
1820,2023-12-26,1.9,-2.6,7.2,0.0,1.8,72.9,7.5
1821,2023-12-27,1.5,-2.8,6.8,0.0,1.4,76.6,8.2
1822,2023-12-28,1.2,-1.7,4.4,0.0,1.6,69.5,8.1
1823,2023-12-29,1.3,-1.5,4.6,0.0,1.7,71.0,1.8
1824,2023-12-30,0.6,-0.9,2.1,13.1,2.6,92.0,0.0
1825,2023-12-31,2.1,0.6,4.3,4.7,2.0,95.5,0.6
